127.4 78.6 38.2 13.8 0 0 0 0 0 20.6 3.3 5.5
181.4 24.1 3 0.7 0 4.7 0.8 0.6 0 35.3 37.6 62
100.1 19.6 107.7 1.4 0.4 0 0 26.1 2.4 28.7 61.6 41.5
71.7 128.6 3.6 5 2.8 0 0.3 0 0.2 0 11.4 144.2
97.5 49.3 44.2 0 0 0 0 0 0 2.3 17.6 52.5
121 38.7 43.6 16 6.2 0 0 24.1 0 NA 27.5 NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
89 55 0 0 0 0 10 2.2 NA NA 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 121.9 16.6 18.8 0 0 0 0 0 0 0 16.8
126.5 67.4 71.8 2.2 0 0 0 0 0 10.1 12.9 28.8
126.8 40.7 66.3 18.5 0 0 0 0 8.9 7.7 37.5 40.8
147.4 5.4 27.2 0 0 0 0 4.7 0 8.3 3 85
26.1 106.1 79 17.5 0 0 0 0 0.4 0 23.4 124.5
144.7 102 12.9 15.3 3.3 0 0 0 14.4 9.1 0 13.4
53.5 254.1 80.3 11.1 14 0 14.4 0 12.5 0 15.7 117.9
146.4 132.3 29.9 21.7 0 0 0 NA 0.8 NA NA NA
97.1 97.5 34.6 2.2 4.5 36 28.7 39.4 NA NA NA NA
110.2 46.2 5.5 0 0 12.5 23 23 5.6 23 3.4 0.8
5.8 83.8 57.4 43.6 0 0 0.6 1 0 15.8 21.5 0.5
40.3 104 0.6 29.6 0 0 0 0 0 10.3 4 14.6
113.3 106.4 85.2 16 2.2 0 0 0 6.3 13.3 11.6 43
121.1 221.1 26.5 0 NA NA NA NA NA NA NA NA
141.5 235 35.7 25.5 0 NA 4 0 26.1 3.9 12.8 68.6
23.7 53.1 77.8 0.5 0 0 0 0 0 29.8 NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
124.2 100.4 18.2 2.4 13.8 24.4 5.8 41.4 3 18.4 31.4 173
157.2 79.4 52.6 19.2 12 0 0 12 36.4 24 14.6 42.8
148.6 84 53.4 44.2 4.6 1.6 8 40.4 6 40.2 31.6 15.4
63.2 143.8 14.8 30.8 0 2.8 7 0 2.2 32.2 7 45.6
66.2 53.2 79.2 11.6 36.4 0 8.8 0.2 42.4 15.2 31.4 40.6
142.8 98.8 86.2 4.8 7 15.2 42.8 19.6 3.4 14.8 34 93.2
144.6 115.4 40.4 33 NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
117.2 62 NA NA NA 0 0 10.2 4.6 18.3 10.8 112.6
126.2 29.3 66.1 19 0.6 1.4 0 18.5 12.2 8.2 94.1 91.7
74.4 102.4 96.7 32.5 0 0 0 25.9 64.2 7 36.9 44.6
46.8 67.1 44.4 6.4 0 19 0 4 8.6 60.3 65.7 35.2
88.9 73.8 132.5 NA 0 0 5.4 0 52 42.9 17.8 41.3
114 38.9 54.9 0 7.8 10.8 0 10.4 1 3.9 28.9 49.7
145.5 87.9 84.2 8.7 1.4 10.4 0 21.8 9.2 2.9 33.3 44.3
NA NA NA NA NA NA NA NA NA NA NA NA
78.8 88.7 NA 0 0 0 0 0 10.4 19.5 9.6 84.4
105.4 46.4 47 11.2 0 0 10.8 25 4.8 0 12.1 43.7
59.9 97.8 52.9 21.9 0 0 0 0 47.5 20.2 75.5 37.6
91.1 67.2 40.6 0 0 0.4 0 17.4 12.7 43.2 66.9 67.3
105.6 65.9 94.7 30.3 8.8 0 18.3 2 14 19.6 47.6 60.5
138.4 61.1 60.7 19.4 0 0 0 6.6 0 31.6 6 111.7
62.2 69.4 103.7 19.9 0 0 9.6 0 21.2 16.3 48.9 115.1
135.2 96.5 44 7.2 10.3 0 9.1 22.3 3.6 31.7 19.8 39.6
68 181.9 65 5.3 0 2 5.2 0 15.4 8.1 16.3 82.6
142.2 113.5 78.2 27.7 0 0 17.7 8.8 5.2 NA 51.9 114.5
66.2 87.3 22.5 8.5 3.4 24.2 9 0 8.2 4.1 39.8 118.2
110.2 44.8 14.5 14.8 16.3 2.1 0 12.5 73.5 15.1 39.5 57.9
185.3 42.4 46.7 11 11 0 4.5 22.4 11 24.7 53.9 28.2
80.6 95.1 42.3 17.7 0 0 0 3.9 0 35.5 9.8 16.9
115.2 10.1 81.7 22 100.3 NA 0 0 58.5 47.1 10.7 NA
76.1 119.6 51.5 NA 16.4 35.1 30.2 12.4 0 47.7 20.4 93.7
91.2 160.6 55.9 31.6 3 2.3 3.6 5.6 22.9 13.3 32.2 86.3
113.3 44.4 35.1 0 2 0 0 0 0 33.4 10.3 74.4
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
109.5 98 51.9 23.6 0 0 0 0 0.5 16.4 25.6 113.6
393.4 22 8.4 5 0 0 0 10.7 0 23.5 53.9 55
152.4 39.1 124.4 3.2 0 0 NA 46.2 16.5 60.7 37.8 108.9
102.1 142 29.1 17 11.1 0 0 0 6.5 33.2 36.2 103.5
142.8 217.9 72 0 0 0 0 0 0 0.6 30.5 106.9
209.1 73.7 41.6 22.5 0 0 0 20.6 0 0 116 184.7
347.7 320.9 39.7 19.9 0 0 0 33.4 77.1 10.2 78.1 20.5
146.4 51.7 13.9 17.5 0 19.5 NA 0 0 0 118 14.3
37.2 237.6 375.8 0 0 0 0 0 16 84 95.2 99.1
182.3 51.9 46.9 2 0 0 0 1 7.3 10.2 0 87.2
250.9 224.5 136.7 50.5 0 8.2 0 6 5.2 7.1 0 27.4
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA 55.9 NA 1.1 0 10.5 0 0.2 NA NA NA
NA NA NA NA NA 2.1 21.4 14.8 1.2 NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA 28.2 8.6 NA
92.8 32.7 NA NA NA NA NA NA NA NA NA NA
NA NA 0 0 0 NA NA 0 0 0 0 NA
NA NA NA 0 0 NA NA 0 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA 0.4 6.6 15.2 31.6 95.2
139 107 38.6 1.2 17.6 14.4 10 15.4 2.4 0.8 17.2 96.4
0.4 0.2 0.8 1.4 3.8 0 0 7.4 NA 27.2 19.6 95.2
155.6 96.4 38.2 59 0.8 0.6 6.2 3 3.2 25.6 22.4 14
70 78 1 18.6 0 4.4 2.2 0 3.2 9 18 25.6
116.8 111.4 47.6 3.2 14.6 1 5 0.8 7.2 6.2 0 0
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA 136.9 44.4 0 0 0 0 18.7 3.2 0.1 31.5 91.7
100.3 27.7 67 8.3 0 0 0 0 5.6 23 3 20.9
2.9 4.4 4.5 0 0.8 0 0.5 0 10.5 15.5 0 28
224.4 240.3 110.2 0 0 0.6 0 0.7 0 20.9 62.7 23.9
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
20.7 44.7 33 3.9 0 0 0 0 0 0 4.5 39.5
64.4 47.2 38.7 4.7 2.6 0 0 0.6 0 0.9 NA 49.8
215.1 93.9 14.5 16 0 0 0 16.8 119.4 2.1 26.8 36.4
142.2 102.2 7 6.2 0 19.2 0 0 0 5.7 8.9 7.5
90.9 79.6 90.4 17 0 0 0 0 24.7 4.8 0 5
159.6 100.2 62.9 0 0 4.5 0 0.2 0 2.1 16.5 128.6
222.4 197.9 116.7 11.4 0 0 0 12.4 10.6 24.4 2.4 NA
NA 23.6 120.5 0 0 NA NA NA NA NA NA NA
163.3 23.6 120.5 0 0 0 0 0 0 0 NA NA
231.7 101.8 NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA 0 0 0 0 0 NA 0 NA NA
NA NA 51.2 0 0 0 0 0 0 0 NA 21.6
161 32.2 118 0 0 0 0 5.7 0 6.4 0 109.7
24.6 399.4 76.8 11.6 0 0 0 0 9.6 0 16 42
49.8 40.9 52 23.9 0 NA 0 0 0 3.5 0 45.2
115.8 269 42.1 0 43.8 0 33.4 0 0.4 0 15 103.9
102.9 93 87.6 19.3 NA 0 0 0 0 1.5 9.1 91.5
185.1 114 36.2 0 20 12.6 0 0 0 0 0 42.9
95.5 55.7 0 9.9 12.6 0 0 0 0 0 0 9.6
26.2 23.5 27.8 6.7 0 0 0 0 0 7 0 NA
20.5 77.8 0 35 0 0 0 0 0 0 8.4 3.5
62.9 9.8 25.3 38.8 0 0 0 0 0 0 0 26.6
31.6 43 51.7 10.5 0 45 NA NA 0 27 0 49.1
298.3 73.8 0 0 0 0 0 0 12 0 0 61.8
168.4 70.5 16.3 0 0 0 0 0 34.8 0 NA NA
184.7 315 66.9 58 0 0 0 2.3 0 21 21 118.2
140.5 15 96 3.4 0 0 0 0 1.4 22.8 27.9 0.9
NA NA NA NA NA NA NA NA NA NA NA NA
87.7 100.7 140.6 0 0 0 0 0 0 71.4 38 3.2
38.7 52 32.6 20.5 1.3 0 0 0 0 NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
335.3 203.5 NA 0 1.4 0 0 0 0 0 0 102.6
77.6 43.7 17.6 1.4 0 0 0 0 0 0 0 22.1
115 95.4 41.3 7.2 0 0 0 0 0 0 NA NA
40.6 30.8 3.1 0 0 0 0 0 0 0 23.5 15.2
35.7 168.5 147.4 11.8 0 0 0 0 0 3.2 0 0.9
114 9.5 5.2 0 12 0 0 0 0 0 3 107
241.4 202.8 224.6 24 45.4 NA 0 8 82.2 0 28.2 NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA 0 0 0 0 0 0 0 4 181
127 166 87 0 0 0 0 0 0 NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA 61.7 27.7 49.1 0 3.6 0 0 NA NA
NA NA NA 6 0 0 0 0 0 0 NA NA
NA 35.8 30.9 0 1 0 0 0 0 5 50 78.5
139 0 61.7 0 0 0 0 18 19.5 10 65 117.4
72.9 63.8 0 0 0 0 0 0 10.5 21.2 31 NA
87.2 81 84.5 0 0 0 0 0 0 0 10 103.3
98.5 63 10.1 20.2 0 0 0 30.7 0 0 22.3 63.3
158.3 164.8 60.4 24.1 0 0 0 0 64.7 10.2 46.9 0
108.6 63 20.5 0 0 0 0 0 0 0 30.8 35.1
71.8 105.1 185.4 0 0 0 0 0 12.3 52.6 0 10.2
165.3 30.3 30.8 0 0 0 0 0 0 40.3 0 60
199 186 114.5 0 0 0 0 0 0 20.4 10.1 51.5
71.5 72.2 70.6 10.3 0 20.5 0 0 0 50.4 0 36
73.7 79.8 39.1 0 0 0 0 0 0 0 10.3 57.8
113.8 100.9 8.2 0 0 0 0 0 6.2 0 0 34.9
73.2 101.4 33 10.5 0 0 0 0 20.3 16.7 22.5 58.4
180.2 72.7 101.7 5.2 0 0 0 0 15.4 6.5 21 22.3
73.2 46.8 43.5 26.9 0 0 0 0 10.2 0 22.5 44.6
147.8 13.5 51.9 0 0 0 0 5.8 5.6 12.1 19.5 128.3
64.1 105.5 83.7 52.1 0 0 3.5 0 21.6 12.5 3.5 0
176.7 134.7 56.9 21 18.1 0 NA NA NA NA NA NA
95.5 123.5 48.6 0 5 1.5 6.5 0 2.7 4 63.9 141.1
94.5 263.5 61.5 11.5 0 0 0 0 0 0 22.5 72.9
164.9 72 35 18.3 19 37.4 0 25 0 0 5.5 182.4
324.7 31 50.5 40 0 0 0 0 210 60.5 10 195
285 270 159 289 0 0 0 0 0 85 0 67
15 440 67.2 35 0 0 0 0 4 0 23.5 47.1
116 75 99.7 57 57.8 0 0 0 17.7 0 37.1 10.2
122.7 105.4 90.9 0 0 0 NA 0 0 22.4 0 86.2
97.3 250.1 83.9 18.9 0 0 0 0 27.2 11.8 54.8 NA
78.5 92.9 29.4 0 0 0 0 0 0 0 0 278
68 74 85 0 0 0 0 26 0 0 0 14
7.6 7.9 0 0 0 0 0 NA 32 25 18 37
24 24 13 0 0 0 0 7 8 13 9 28
212 172 174 17 0 6 0 9.6 6 11 53 32
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA 0 0 15.6 1.5 2.1 107.3
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
104.7 33.2 43 0 0 0 0 NA 0.5 3.3 22.2 40.5
94.9 26.4 35.4 8.3 0 0 0 30.8 0 0 39.5 108.2
165.1 158.6 54.5 57.3 0 0 0 10.9 41.2 2 22.8 3.7
NA 45.8 5.9 5.1 NA NA 0 0 0 3.2 27.7 1.7
32.7 97.1 119.7 48.4 0 0 0 0 28.6 37.5 37.3 108.8
97.9 44.6 49.7 6.4 0 0 0 0 0 8.6 0 22.4
132.4 122.9 35.5 33.5 0 0 0 NA 3.6 8.9 11.9 30.8
NA NA NA NA NA NA NA NA NA NA NA NA
98 62.3 74.3 0 0 0 0 0 0 0 0 66
79.3 109.3 25.4 0 0 0 13.7 0 0.9 1.2 0 5.2
64.1 156.6 15.1 8 0 0 0 0 31 9.8 65.6 59.1
92.6 34.8 55.5 0.9 0 3.3 0 0 2 7.9 25.8 17.2
94.7 20 65.7 10.1 NA 0 0 0 0 0 23.1 21.3
70.6 19.4 21.1 0 0 0 0 1.4 0 0 0 70.2
51.9 60.7 38.2 10.8 0 0 0 0 0 0 21 45.2
69.2 93.3 13.8 NA NA NA NA NA NA NA NA NA
27.9 179.7 61 15.2 0 0 NA 0 0 0 0 107.7
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
78 93 27 14 0 0 0 9 9 0 NA 59
112 41 38 17 0 0 0 0 0 25 8 9
14 9 0 5 0 0 0 0 10 0 0 23
284 206 79 0 0 3 0 NA 0 24 40 NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
100.4 13.7 2.6 NA 0 7.1 NA NA 0 0 0 20.1
NA NA 45.9 0 0 0 0 0 NA NA 0 17
22.4 8.1 35 NA 0 0 0 NA 0 0 27.4 0
87.3 40.4 4.6 11.7 0 8 0 0 0 20.2 13.2 91.8
85.5 33.6 24.7 5.7 0 0 0 0 0 11.2 3.5 4
91.7 9.6 0 0 0 0 0 0 0 3 4.4 86.9
125.1 2.3 42 1.1 0 0 0 11.5 0 7.3 3.1 22.3
134.8 66.2 2 0 0 0 0 0 10.1 0 0 NA
101.5 38.8 55.6 0 5.9 0 0 0 0 0 0 41.2
118.4 86.4 9.7 1.1 0 0 0 13 0 0 10.5 NA
NA 154.1 53.2 59.3 0 0 0 0 9.4 4.3 0 17.5
21.4 25.3 0 0 0 0 0 0 0 0 14 NA
165.8 110.8 102.6 NA 0 0 0 0 0 14.2 0 33.7
92.2 32.7 19.9 12.5 0 0 0 0 NA 11.5 0 NA
87.9 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 0 24.3
134.6 86.6 15.2 0 0 10.1 NA 25.5 0 0 NA 17.4
82.3 178.1 0 0 0 0 0 0 10.9 0 4 23
149.7 101.6 38 0 0.1 0 0 0 0 28.2 8.6 9.4
104.8 32.7 94.5 4.6 0 0 0 0 1 0 13.3 16.1
271.4 47.1 6.5 0 0 0 0 0 0 1.7 0 107
8.6 70.5 29.9 11 0 0 0 0 0 0 5.9 68.3
27.1 87.4 46.2 0 0.4 NA 0 0 0 1.8 0 19.5
58.5 231.1 73.4 10 0 0 6.2 0 35.1 0 0 0
70.3 101.1 35.9 17.5 0 0 0 0 0 0 0 71.8
118.6 51.5 9.5 0 9.1 12.8 0 2.4 0 0 0 42.2
112.3 28.2 0 0 0 0 0 1.1 3.3 12.6 0 0
75.7 60.6 9.6 3.4 11 0 0 0 0 0 0 0
26.3 101.9 0 12.2 16.6 3.2 3.9 0 0 0 0 30.3
83.8 75.2 82.3 0 0 0 0 0 5.6 0 132.7 NA
72.1 21.7 39.8 2.5 2.5 7.9 4.5 0 0 NA NA 39
147.4 133.4 0 0 0 0 0 0 16.1 0 0 NA
84.7 17.8 22.6 0 0 0 0 0 0 3 0 30.9
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
