fecha,100,101,102,104,105,107,108,109,110,111,112,113,116,117,118,119,120,121,122,123,124,125,126,200,201,202,203,204,205,206
1981-01-01,16.478666666666665,19.396333333333335,17.030333333333335,16.478666666666665,16.365666666666666,17.496,19.396333333333335,19.551333333333332,16.478666666666665,16.921333333333333,18.425333333333334,19.396333333333335,17.59733333333333,17.496,16.478666666666665,19.013666666666666,20.264,18.467333333333332,20.264,17.496,16.463333333333335,17.59733333333333,19.841,17.227333333333334,15.343,16.099666666666668,17.903333333333332,16.123,16.463333333333335,16.099666666666668
1981-02-01,15.758571428571429,18.713214285714287,16.382142857142856,15.758571428571429,15.8025,17.10892857142857,18.713214285714287,18.47142857142857,15.758571428571429,16.063214285714285,17.81892857142857,18.713214285714287,16.7975,17.10892857142857,15.758571428571429,18.56,19.785714285714285,18.03607142857143,19.785714285714285,17.10892857142857,15.773928571428572,16.7975,19.496785714285714,16.80892857142857,14.978214285714285,15.932857142857143,17.203214285714285,16.0925,15.773928571428572,15.932857142857143
1981-03-01,16.159032258064517,19.049999999999997,17.14516129032258,16.159032258064517,15.849354838709678,16.848387096774193,19.049999999999997,18.90096774193548,16.159032258064517,16.73193548387097,17.94483870967742,19.049999999999997,17.759677419354837,16.848387096774193,16.159032258064517,18.758387096774193,19.903225806451612,18.301290322580645,19.903225806451612,16.848387096774193,15.927096774193549,17.759677419354837,19.424516129032256,16.380322580645164,14.566129032258065,15.609032258064516,16.892258064516128,15.785806451612904,15.927096774193549,15.609032258064516
1981-04-01,15.705333333333334,17.147,15.737333333333334,15.705333333333334,15.343,16.697666666666667,17.147,16.767333333333333,15.705333333333334,15.474333333333334,17.521666666666665,17.147,15.515666666666666,16.697666666666667,15.705333333333334,17.632,18.584,17.317333333333334,18.584,16.697666666666667,15.901333333333334,15.515666666666666,18.456666666666667,16.306,14.829666666666666,15.235999999999999,16.613,15.897,15.901333333333334,15.235999999999999
1981-05-01,15.56516129032258,16.405483870967743,15.359354838709677,15.56516129032258,14.766451612903225,15.967096774193548,16.405483870967743,16.030645161290323,15.56516129032258,14.842258064516129,16.683225806451613,16.405483870967743,15.105806451612903,15.967096774193548,15.56516129032258,16.719677419354838,17.48161290322581,16.65838709677419,17.48161290322581,15.967096774193548,15.645483870967741,15.105806451612903,17.426774193548386,15.702258064516128,14.778709677419354,14.81225806451613,16.006129032258066,15.025483870967742,15.645483870967741,14.81225806451613
1981-06-01,12.856333333333334,13.433,12.065666666666667,12.856333333333334,12.469333333333333,14.142,13.433,12.762,12.856333333333334,11.403666666666668,14.532,13.433,11.388,14.142,12.856333333333334,14.232666666666667,14.952666666666666,13.766,14.952666666666666,14.142,13.672666666666666,11.388,15.175999999999998,14.079666666666666,13.148333333333333,11.991000000000001,14.204666666666666,13.194666666666667,13.672666666666666,11.991000000000001
1981-07-01,13.448709677419355,13.234838709677419,12.186129032258064,13.448709677419355,12.551290322580645,14.217419354838709,13.234838709677419,12.64806451612903,13.448709677419355,11.265806451612903,14.836451612903225,13.234838709677419,11.355483870967742,14.217419354838709,13.448709677419355,14.281612903225808,14.80483870967742,13.76516129032258,14.80483870967742,14.217419354838709,14.285483870967743,11.355483870967742,15.108064516129033,14.557096774193548,13.810967741935483,11.970967741935485,14.421290322580646,13.511935483870968,14.285483870967743,11.970967741935485
1981-08-01,12.776451612903225,13.932258064516128,12.629354838709677,12.776451612903225,11.913225806451614,13.428064516129032,13.932258064516128,13.533548387096776,12.776451612903225,11.88258064516129,14.208387096774192,13.932258064516128,12.360000000000001,13.428064516129032,12.776451612903225,14.248387096774193,15.089032258064515,13.889354838709677,15.089032258064515,13.428064516129032,12.946774193548388,12.360000000000001,15.038709677419355,13.181290322580645,12.366451612903226,11.527096774193547,13.276451612903225,12.15709677419355,12.946774193548388,11.527096774193547
1981-09-01,13.778666666666668,15.512333333333334,13.865666666666666,13.778666666666668,13.22,14.722333333333333,15.512333333333334,15.306000000000001,13.778666666666668,13.770999999999999,15.382666666666667,15.512333333333334,13.768333333333334,14.722333333333333,13.778666666666668,15.753666666666668,16.586333333333336,15.425666666666666,16.586333333333336,14.722333333333333,13.633000000000001,13.768333333333334,16.51366666666667,13.962,13.079666666666666,13.271333333333333,14.463666666666665,13.628000000000002,13.633000000000001,13.271333333333333
1981-10-01,16.88032258064516,18.45709677419355,16.741612903225807,16.88032258064516,16.364838709677418,17.74258064516129,18.45709677419355,18.781290322580645,16.88032258064516,16.77258064516129,18.19161290322581,18.45709677419355,16.812258064516126,17.74258064516129,16.88032258064516,18.42032258064516,19.878709677419355,18.532258064516128,19.878709677419355,17.74258064516129,16.751290322580644,16.812258064516126,19.519354838709678,17.118709677419353,15.917741935483871,15.90741935483871,17.543870967741935,16.286451612903225,16.751290322580644,15.90741935483871
1981-11-01,18.296666666666667,21.113666666666667,18.515666666666668,18.296666666666667,18.055999999999997,19.128666666666668,21.113666666666667,21.404,18.296666666666667,18.598000000000003,20.17,21.113666666666667,19.091666666666665,19.128666666666668,18.296666666666667,20.633333333333333,22.072666666666667,20.349333333333334,22.072666666666667,19.128666666666668,18.107666666666667,19.091666666666665,21.404666666666667,18.705,17.226,17.423000000000002,19.32133333333333,17.89966666666667,18.107666666666667,17.423000000000002
