"fecha","spei100","spei101","spei102","spei104","spei105","spei107","spei108","spei109","spei110","spei111","spei112","spei113","spei116","spei117","spei118","spei119","spei120","spei121","spei122","spei123","spei124","spei125","spei126","spei200","spei201","spei202","spei203","spei204","spei205","spei206"
"1982-07-01",0.753605377735635,0.338903900162903,0.346394028118949,1.15700204006895,0.238672355839549,0.408096105914929,0.461909847095309,0.567887664356149,0.909187104370287,0.176517498731251,0.49462397095407,0.553069019286456,0.322424823371277,0.609106978686023,0.728061513102614,0.578838301419747,0.291660853526981,-0.0565667221932934,0.260659674337005,0.407000179428176,0.559431154948471,1.04379292939436,0.356085899723923,0.377249989991141,0.755123177275718,0.264608142265126,0.847530490538812,-0.29719384786874,0.74461964160828,-0.374333465229873
"1982-08-01",0.781028083676358,0.454730132077801,0.421868844320794,1.09906792835638,0.205833981346711,0.436172201301438,0.542576390131187,0.629165698261733,0.891923445823031,0.163806571218446,0.522115970394538,0.625444925992695,0.417689329997986,0.641269969679937,0.754009389234714,0.628207703541316,0.33342452065926,-0.0407360164047517,0.28476498246562,0.434497957454576,0.601212353287344,1.09941544282583,0.385578225028159,0.417904580470692,0.774415559092559,0.249257767234993,0.84522707458643,-0.31934975520388,0.770393903969243,-0.372162435862948
"1982-09-01",0.771408541222015,0.363786061656744,0.39523551518525,1.01272579067626,0.135117160465192,0.472588890674204,0.433256234035198,0.491147709119154,0.890344579786575,-0.0627688778908445,0.52890243545175,0.547849356685012,0.360120988744361,0.613543186811615,0.749091462397925,0.723661413078034,0.282078891267232,-0.210800144902578,0.186971750485889,0.517209578314113,0.770158723823986,0.979900207985013,0.435433418697837,0.270132952060544,0.719440683450464,0.132618045068174,0.692214423982309,-0.296876277798397,0.891370193646308,-0.308274262113822
"1982-10-01",0.40803786358994,0.0760254308995914,0.301234982625436,0.864742428533837,0.0294447898196548,0.320467365061675,0.368390700632234,0.275312884350468,0.714764368084757,-0.0825230710215718,0.46920657732903,0.555461569856728,0.401875206224241,0.495088371816902,0.369693860059217,0.443809290319744,-0.0015525801729298,-0.143915907026694,0.13869991693612,0.361997570640691,0.426173945226861,0.84534610587552,0.361287438431553,0.0426092480338485,0.494362218627296,0.158342181343739,0.430388122225153,-0.341971326711941,0.366290457402087,-0.104669231683068
"1982-11-01",1.2259140228166,0.947344096854828,0.944007551613496,1.59002481691574,0.942365432279901,1.35215156543302,1.18857067870414,0.86325125282903,1.44927298291777,0.745332850759447,1.20847288436585,1.26030929498023,0.907671778150221,1.47213088873998,1.20329865858767,1.1940407405911,1.05813515833983,0.928226957839755,1.01251355963266,1.29655373514508,1.28759150732016,1.08414405568918,1.4950464003844,1.19049087978808,1.10800866469893,1.07697736481201,1.34547380006792,0.772451966337857,1.21784156795669,0.706804388697454
"1982-12-01",0.332640952962202,-0.139430232210848,-0.0518054696458701,0.336011540171029,0.104084122835057,0.553581089446058,0.525604494407127,0.114260243807526,0.201092154234005,0.463565377978528,0.456551426525813,0.496886019056911,0.392638999320494,0.419291685158281,0.34208855173329,0.402182359917017,-0.0186313848402645,0.559287479296963,0.471602053961951,0.573351614695456,0.161052912584087,0.76413775189498,0.290194480323583,1.00985959577228,0.448371654417018,0.771124140198166,0.734329420292369,0.105879706768749,0.411390850675496,0.279269920892096
"1983-01-01",-1.02366900001814,-1.444629381877,-1.16135043471775,-0.999944348820373,-1.23653309576891,-0.820658908658555,-1.17573573875714,-1.43937938398012,-1.08818532281195,-0.880181561264084,-0.855563528178315,-1.15317191051519,-0.868772416798675,-1.22028950204816,-0.99954850664602,-0.952384997243802,-1.3858988492594,-1.02209274041585,-1.10430738364421,-0.756324899244191,-1.22338129634773,-0.716302352999766,-1.23883617071102,-0.751476400956846,-0.624115093381095,-0.97502391703632,-1.06263701759476,-1.48713313416161,-0.726404040127927,-1.23512638601766
"1983-02-01",-1.40007437805737,-1.82716716481434,-1.49186920312879,-1.56055164704221,-1.60268134734912,-1.36186240466767,-1.58583454803002,-1.93573376279004,-1.33660294940619,-1.65488662442271,-1.17736179598435,-1.62767280339629,-1.46257461956012,-1.71775168711887,-1.37265119010172,-1.32829870718844,-1.75473397219486,-1.59459346608085,-1.49134397337196,-1.17388233191281,-1.461932053115,-1.32818656893348,-1.64630195673043,-1.54773578327248,-1.00932691958517,-1.60697776176402,-1.76269705543295,-1.82823270910496,-1.32170389304158,-1.76113810871262
"1983-03-01",-1.67485700548819,-1.94905153055421,-1.73147179025935,-1.68066915020953,-1.7482267725297,-1.63995915710558,-1.79752142013783,-2.07254430865924,-1.64220983681587,-2.06173376739815,-1.51994326283294,-1.8425198798638,-1.7242268837815,-1.9249865062828,-1.65604551589059,-1.64509495689498,-1.927325297859,-1.7564541994599,-1.70473225546113,-1.56862120090377,-1.68529141176542,-1.78776009940345,-1.82780257634524,-1.69705446218161,-1.2989005915434,-1.81794915470516,-2.00545462345176,-1.90715385081183,-1.5246699650986,-1.87665232446169
"1983-04-01",-1.69461230348996,-1.96136176657333,-1.74673539151696,-1.73701953908637,-1.76646341643605,-1.58362874792497,-1.84379892983237,-2.11486679730096,-1.65762132184861,-2.248712907437,-1.53920482862079,-1.92257865677887,-1.76561954876864,-1.89480578112668,-1.687846288552,-1.59329538198153,-1.9210696587148,-1.83642315932287,-1.74239133734879,-1.52759343629691,-1.70173976394244,-1.80752780891213,-1.82728182574254,-1.7083471150303,-1.36178377275131,-1.83657501375534,-1.91573945247442,-1.8994400748657,-1.59242202104042,-1.89934852966864
"1983-05-01",-1.71018072519658,-1.98053870312108,-1.75512465002126,-1.72754092240451,-1.75983653076596,-1.60145025879426,-1.84144263643524,-2.08589983868067,-1.67391953495872,-2.18808261185151,-1.62731598138843,-1.92389858481923,-1.78002491937374,-1.90168450896102,-1.70404225985592,-1.63326678521967,-1.91087573145307,-1.82338447229499,-1.72558416521873,-1.5653930884484,-1.71762308640932,-1.79819922913309,-1.844272054159,-1.70860612260553,-1.40660186363078,-1.8235059829881,-1.95966747989499,-1.89499004432352,-1.69817381762607,-1.87884331744463
"1983-06-01",-1.76506412925341,-2.00386859355266,-1.76676830150647,-1.74850840169022,-1.75840069915363,-1.69701664346149,-1.87142826317312,-2.07961111113451,-1.69746031819351,-2.1503516056056,-1.67883556226768,-1.94900646797967,-1.78371086397001,-1.99793236551056,-1.75551463745418,-1.70282871554872,-1.91797223369732,-1.80888419089565,-1.75311187884213,-1.61490699752841,-1.76432908616381,-1.82488629774819,-1.86748031816588,-1.80066368582302,-1.50385833344656,-1.83149611052726,-2.11492783604188,-1.94964657016292,-1.84449582891558,-1.90182815994942
"1983-07-01",-1.86099292909996,-2.03741890189533,-1.77110434666782,-1.88075217915698,-1.79116347305169,-1.87068595144295,-1.91912498867141,-2.08529004874664,-1.75493023108832,-2.21545441115277,-1.82803715549792,-2.01933830482776,-1.84178197571165,-2.1579564606764,-1.85442698174642,-1.78165182835115,-1.95665105349384,-1.89193857072813,-1.76779093078555,-1.75263379398356,-1.90035582150338,-1.87964926485977,-1.94167532241798,-2.00527064333756,-1.76745279775871,-1.97649014208823,-2.35612912939502,-2.0421325472139,-2.05871835449615,-2.00435469930721
"1983-08-01",-1.82463017084342,-2.02927830948016,-1.69092721332783,-1.94730888325821,-1.82888976379948,-1.97312214106975,-1.90185515606487,-2.1076054966002,-1.76561709233453,-2.33524980674608,-1.8012021305529,-2.00034272204237,-1.72692011973475,-2.19579652638873,-1.81292072702764,-1.77554368676978,-2.00137532166014,-1.93739436299164,-1.78038440243028,-1.81628829812551,-1.89662168020457,-1.90393368445753,-1.96477317532888,-2.13612523266502,-1.91040777202738,-2.03841990672336,-2.4482108871756,-2.08832371852619,-2.17397669611756,-2.04360360899109
"1983-09-01",-1.82417007016592,-2.01089315109453,-1.66717108331951,-1.80533893380336,-1.74658661583519,-1.78960777895267,-2.01096386760982,-2.12969339206267,-1.59018885396001,-2.15420881301296,-1.7694213166906,-2.07922668369914,-1.81536298895331,-2.22664382448908,-1.82089414272091,-1.74726804729752,-2.00116846701442,-1.92377008750078,-1.73517581627865,-1.76531478718218,-1.67085238131403,-1.89693684868128,-2.02230811091565,-2.12968359640718,-1.48038208836701,-2.03815234118979,-2.38549005071851,-2.14432881642597,-1.82667879970907,-2.07151144294382
"1983-10-01",-1.52295705395648,-1.57441478115232,-1.15072110825443,-1.40702005648584,-1.49668959542248,-1.5705203766595,-1.48416336419612,-1.73280375223466,-1.20120654137145,-1.854734875726,-1.38018140643927,-1.58111939097894,-1.26383240634048,-1.79093994052126,-1.53266821965816,-1.46546118094126,-1.55345249561207,-1.64442612957421,-1.19089382757619,-1.38988309705762,-1.27731411187481,-1.45507605761167,-1.60045619474758,-1.87419240937421,-1.5198896580872,-1.74744243310355,-1.7966661836264,-1.867460395339,-1.68825384189016,-1.86336113415559
"1983-11-01",-1.18431607197623,-1.01838031089576,-0.738388746897,-1.03986763290941,-1.2926242281823,-1.26283055526631,-1.02441077882178,-1.06617668055348,-0.925933480866555,-0.935974604419171,-1.01962050749022,-1.05399088573375,-0.557840001926447,-1.66468061226602,-1.17818396967708,-1.11433366875932,-1.23692105610947,-1.12207038379557,-0.61828204449421,-1.26521194406958,-0.944802697799613,-0.849637812555553,-1.30130009112424,-1.61050942197205,-1.41088441763757,-1.35658612323235,-1.39363923142864,-1.94798185282824,-1.48072603983934,-1.47329986158306
"1983-12-01",-1.13860077643572,-0.67859977239178,-0.245096405378268,-1.00420358186124,-0.466500095726289,-0.584958337399958,-0.39549968326886,-0.674823127673969,-0.527771136443755,-0.150405780802137,-0.682935144004681,-0.621317748879542,0.0854720444653791,-0.692020654846416,-1.12124518433245,-0.735812883528229,-0.901931008822165,-0.114886304246023,0.00758768513692562,-0.543989144285916,-0.275145887932972,0.0377553133530182,-0.785003931869032,-0.477480475928066,-0.818200363971186,-0.162896193642097,-0.283584520744725,-0.989751918806371,-0.81105445027489,-0.538178758695026
"1984-01-01",0.393746144031262,0.895877160676813,0.989429357605633,0.710156464908365,0.960157523178187,1.6593278459965,1.38925363023975,1.60812824055097,0.620018378157545,1.56090120054055,0.862702940982509,1.48458168751832,1.07141685425991,1.76694510589492,0.378913069877906,1.25751508552147,1.13950925776022,1.12002550895355,1.71719457242976,1.44819060760478,1.26021438035306,1.51544813321796,0.908656984697637,1.58536403047827,1.24626027819394,1.38759203483909,1.56444080509729,0.704812546968545,0.787940585677907,0.798819950724804
"1984-02-01",1.34727786263551,1.46238069443881,1.60826755173253,1.44387532693096,1.36615986433866,2.08288193923048,1.81809643352583,2.02363169878044,1.33161133125348,1.86306150382848,1.61716965504152,1.99023225329294,1.76545459432091,2.22030609149873,1.35841259447955,1.76089314193301,1.62991787311094,1.50601785678253,2.09487141317935,1.97779678714544,2.00391164618109,1.85028154749984,1.55207391018501,2.03004128073113,1.82548743111385,1.89441974575034,2.09285627099377,1.7177610426437,1.3699036890701,1.45813325964998
"1984-03-01",1.64477051045652,1.82532150468738,1.96413857009619,1.84512288462983,1.54170811359969,2.2138213377833,2.04552329941403,2.15813915399549,1.56861070809853,1.95735630982406,1.95037577179165,2.21007382617149,2.10215399229781,2.53067903522238,1.65378130092969,2.03324124040839,1.76000965241567,1.64881865632534,2.17610048741702,2.23834863731345,2.32820180749529,2.07601848301023,1.87620314968332,2.27771899396394,2.22194045594878,2.07694184934933,2.307456832497,1.8524742086093,2.01168392769557,1.73422986015518
"1984-04-01",1.61596565075342,1.78410732905689,1.88058589679825,1.83049366611381,1.54468008324534,2.15278050468189,1.99462048287677,2.1613127367848,1.48754618325869,1.96950001827277,1.92679712848891,2.18471586476016,2.06183392458848,2.46618461040319,1.62833662435536,2.00928665990307,1.78106675574962,1.66437040905034,2.17985718936374,2.20506558994195,2.34198280401393,2.08889465062247,1.8607975549307,2.24469568215001,2.15961289890187,2.06361461481294,2.25805793146666,1.83085628293224,1.94573977858637,1.75535941107847
"1984-05-01",1.59684416467593,1.75433848939751,1.84869824466517,1.8208095263763,1.53228770446732,2.14215969612255,1.96931298328217,2.1442549629648,1.46973572864018,1.9506190850419,1.90742836026497,2.15610903413625,1.99940853060833,2.45040560776229,1.60976547817312,1.98270395969911,1.75896259845084,1.64301706923963,2.15596668887857,2.19559494493957,2.36754598296226,2.06700893805162,1.83564549142941,2.23311786957705,2.15798642917786,2.03822869621342,2.25445141387377,1.81432599138857,1.91437231254699,1.76877634096016
"1984-06-01",1.68464278489615,1.76746942685424,1.85385874043461,1.82531837339079,1.49751797927313,2.14417901853767,1.97359365070042,2.14939524652339,1.51716794648749,1.93139454213343,1.94237279211907,2.15459373595879,2.02272978348572,2.4250838354033,1.6930352180978,2.00568324034322,1.7502437920165,1.62629924151336,2.15466875238906,2.2149740278819,2.36463985766642,2.12478610066486,1.81613878729644,2.1994972586227,2.02305723871112,2.01773035211661,2.25853066750309,1.79932388220904,1.64180335786723,1.78185687577515
"1984-07-01",1.71282004889575,1.79114702880883,1.88766042245268,1.88136839183918,1.52838830864429,2.15185296026107,1.98944615864068,2.18075897591236,1.58115740039169,1.9749583846263,1.93618757247426,2.16447113100495,2.02605471586684,2.43444524151309,1.71140478302085,2.01409180227931,1.76812232085029,1.67194893810677,2.17009755470873,2.2215861578208,2.36462473815968,2.14219921169849,1.84300705149696,2.24181712344266,2.10221567629816,2.05818587926234,2.283558231984,1.85249177351634,1.73126639461371,1.85065977547543
"1984-08-01",1.85610309593739,1.86605050709957,1.93520037273371,2.00798632128589,1.58316552101407,2.20023865653443,2.04812036253114,2.1976627403413,1.71681772121062,2.00961594381108,2.01345852831224,2.1949102149371,2.13658173650944,2.47484316994645,1.85242652179022,2.0930428611742,1.80219214074528,1.70272607618974,2.21723720489986,2.26469333569971,2.37820035048132,2.22697446437945,1.87352748654599,2.30692724084288,2.10124609181123,2.12336204975126,2.31720268559966,1.9228943594087,1.85927096854634,1.93561294070486
"1984-09-01",2.07889076455301,2.11497076296059,2.21927491148236,2.31506158480256,1.85947946734398,2.23450141069557,2.19831252645268,2.45470231956374,1.97978557773953,2.16617796278461,2.16506905661448,2.35961849897189,2.22284051748493,2.48240047124495,2.08285902029058,2.23672426191754,2.02787598788102,1.92197285808558,2.29895411628527,2.33446134915966,2.26756317321638,2.26727391322213,2.14253216809155,2.32755876058767,2.10759647706559,2.22581544863395,2.36155359414838,2.04169787295651,1.90541656341957,2.10382310453949
"1984-10-01",2.01477971253384,1.94818293043741,1.80521716972805,2.23097204883223,1.68511919159403,1.98725748698471,1.85218774791139,1.94236248571424,1.91993883887213,2.00908671982067,2.01845521494606,2.00080703138388,1.97849318907837,2.19298381814743,2.00230280650411,2.05715894804353,1.71291514389889,1.81665700248557,1.90181272618369,2.1943110075669,2.14494854391085,1.83353768985434,1.91693426170614,1.97028495671337,1.76339571548558,2.05514601857885,2.17400097128075,2.00764663956867,1.58614723648823,2.01193188433313
"1984-11-01",1.99918644284214,2.28568871729039,2.0062292437378,2.13293128153684,1.98593437442424,1.81981651687523,2.19112987812931,1.99693129070458,1.93929868669839,2.22106543287449,2.07260378692645,2.10882848237083,2.26555409816049,2.10577862744078,1.98914539237382,2.09057940014832,1.81662802315978,2.16668068813192,2.01925546774899,2.08611676533361,1.97149058902008,2.06957703220006,2.10702559067577,1.96497160301593,1.44212701853551,2.23642803632234,2.01396291859385,2.24217467930158,1.61783736410773,2.30121003828558
"1984-12-01",1.52339939791834,1.11671868546991,1.19832016058559,1.65904518825691,1.20587915781113,1.3404166481586,1.09213819186131,0.752628649043053,1.55866229417483,1.02413340086675,1.38105747343114,1.03887411719484,1.31771241508412,0.989140518749504,1.5125428068428,1.35763515511867,0.621760355638174,1.03626899076013,0.8403569683768,1.42496926949762,1.51168401676665,1.08233498372711,0.685295157427163,1.45579906006309,0.848526996390377,1.88771806510323,1.31672100298609,1.94547355210356,1.09435099871529,1.96086111501749
"1985-01-01",1.54747201075456,0.875206057943564,0.9756857261876,1.61374960179346,0.187467598881132,1.15868832476172,0.710222970584464,0.249493335871772,1.54118749960332,0.121605421061416,1.39252711211024,0.551584167350286,0.87238870259003,0.528366749680623,1.54401031152305,1.38876006115584,-0.094668595567438,0.182636925039858,0.547031126201974,1.23986202978715,1.27801054366417,0.66805656185342,0.297418406609088,0.97576647178712,0.815321476040106,1.07180983887173,0.992027568408695,0.937825557740557,0.936891736568093,1.00488657861338
"1985-02-01",1.60629292688624,1.09627501698606,1.06179503373184,1.57899320149046,0.98664847223835,1.47761483460035,1.24517995034788,0.838956386175569,1.57806313484245,1.2504822732522,1.5344713527905,1.24961652399546,1.13877884474108,1.0140138954309,1.60339995292433,1.58442739165968,0.909332763847062,1.03012814212576,1.21126311714805,1.38446324140409,1.39531294256592,1.02387606958256,1.23432851841521,1.31538986709283,1.06784333839648,1.32191617898055,1.25233107406614,1.32086757106757,1.04652917880824,1.41416190877994
"1985-03-01",1.47390289539758,0.961590235378475,0.931306017742257,1.40928524280027,0.897033523293867,1.2927357757174,1.12501716526135,0.723047038553556,1.46570220228445,1.09841624037723,1.38165962317092,1.14082221648606,0.982223397568364,0.867812590757962,1.48595735227062,1.50230517056935,0.807117190306791,0.921092115008708,1.0643489988105,1.25349818951323,1.22287370411603,0.883911148747667,1.08952737051847,1.31139296656608,1.11405000221572,1.21264596109058,1.04195042251983,1.10444770892923,1.11445011798698,1.19684593638129
"1985-04-01",1.69935875115809,1.10641587522718,1.13204144055708,1.55394291034618,0.981013218391951,1.53517893035446,1.25346705327337,0.824100859926124,1.69959197303365,1.06514276782387,1.59952009591875,1.27100250319696,1.16129828818915,1.13464502798036,1.71639358150218,1.62216412314746,0.850626119410845,0.924288708896988,1.06411166242389,1.43015094904458,1.38968522202954,0.945887167903383,1.21961651985144,1.48181437157839,1.38385016975807,1.26941807033839,1.28692828161323,1.13858166167923,1.60815635224321,1.19206417644718
"1985-05-01",1.6002071897719,1.00238912370392,1.12609907456926,1.44189279141234,0.896932289071273,1.49300041087219,1.16098886327569,0.708135718967243,1.56361343942136,0.927763964061929,1.52840573445583,1.17486296516027,1.12835130034861,1.09863692494263,1.61134605947123,1.54894911615005,0.788012716296362,0.816006547103839,0.965687540625721,1.3824217356552,1.29784446026265,0.78332651155225,1.15106244095729,1.41741376412141,1.26411412526092,1.12210262505948,1.24175611532409,1.07131983680043,1.49580152509575,1.00519167945753
"1985-06-01",1.66126661636876,0.96919907517046,1.23187125832095,1.54656516085988,0.874140018873731,1.54487007916269,1.18080379823845,0.683057725418778,1.71017296912701,0.921428700363523,1.61007662007616,1.17581687788543,1.15614679899256,1.20537003453738,1.66868192813481,1.62748867795235,0.78067352965958,0.800087960499304,0.978061966255956,1.42323235597942,1.40377306637281,0.836463454869966,1.1560831374143,1.50254120290767,1.28321582295746,1.13053247688304,1.25005079663297,1.12472781424043,1.66517484069989,1.0497731951144
"1985-07-01",1.63804919332223,0.971936941454003,1.15723493848162,1.48955517729095,0.863613240851387,1.53325310762606,1.13824136595652,0.742141869228821,1.73180769199079,0.969089689434741,1.59626762205157,1.19623338169568,1.11184411180624,1.20600873466726,1.63742324904055,1.6015965032628,0.822359841160116,0.81374088704323,1.0473380009345,1.39192625627317,1.40144670487315,0.835173595488961,1.15937708246081,1.44924668869336,1.28492198355431,1.06534366403139,1.2215137123881,0.990825620969337,1.62290819146439,0.98091709714684
"1985-08-01",1.24472631484918,0.710623408423942,0.650233138969533,1.05328511059576,0.671367951115299,1.37155497545481,0.890924814445769,0.608589451468422,1.3465238620704,0.879231690130748,1.26297182113703,1.0191467259321,0.64334638354992,0.97937594622283,1.23288926543246,1.40202726026252,0.67562827087569,0.663010770973096,0.945975228050429,1.23516209370666,1.18432212387082,0.589256304772822,1.02609165784624,1.03073454005773,1.05722588804271,0.516572652287923,0.997522203712885,0.460059256946434,1.23804238514703,0.408561103375487
"1985-09-01",1.42823902455367,0.940461516312513,0.865772934161859,1.12199464162868,0.819650649387615,1.53744441110992,1.16632343892174,0.780978382334591,1.48720135136868,1.03416221414806,1.4556653648396,1.214441885566,0.813588138426484,1.16422273573533,1.40806267275876,1.51123238454338,0.926091785522376,0.855778329087999,1.05901510884564,1.35845386596924,1.30831556661072,0.871960418026755,1.27704685099438,1.20909540637087,1.29400006010343,0.690089462756989,1.15618964005009,0.631459815488045,1.43835764673568,0.568651691268715
"1985-10-01",1.20645378039437,0.909775339664226,0.843668295738897,0.781301700240223,1.3335832468261,1.60730861443042,1.35681073883868,1.13974753282778,1.33153156384251,1.50034014449637,1.37773772675727,1.43840431175728,0.957829707738972,1.37338768977584,1.14215682244228,1.42851910512753,1.3267481535278,1.27311131375177,1.2435412142366,1.35729650625018,1.33585616476671,1.08841366333664,1.47983536906448,1.4145853886043,1.33171097548996,1.03862342186102,1.25088928914971,1.00736116064096,1.52424607007484,1.02458830030544
