"fecha","spi100","spi101","spi102","spi104","spi105","spi107","spi108","spi109","spi110","spi111","spi112","spi113","spi116","spi117","spi118","spi119","spi120","spi121","spi122","spi123","spi124","spi125","spi126","spi200","spi201","spi202","spi203","spi204","spi205","spi206"
"1982-05-01",1.1072167211,0.5908174748,0.888145672,1.7938156604,0.3897450953,0.7789025135,0.7395725121,0.61877903,1.4884635102,-0.055027802,0.7402007797,0.7717824204,0.4181511492,1.0310316061,1.0726912047,0.6757208071,0.609996159,0.1440492395,0.2520988548,0.6005536464,0.9879401384,0.6290721244,0.9491631568,0.1602501784,0.7629715477,0.0163214984,0.9085520363,0.1341345553,0.7313167067,-0.0396112995
"1982-06-01",0.2789578014,0.6712163812,-0.4146212052,0.3148140318,-0.1610699224,0.8615162955,0.5994934509,0.824360251,0.1823650582,0.1684993185,0.0731344934,0.9246391305,-0.6849822673,1.4862590096,0.1878864183,0.7499627893,0.8868804044,0.6277317834,0.8868433223,0.7283430028,0.8381939362,0.7874156862,0.6002197893,0.4208563691,0.280803461,0.0555553669,0.8664875781,-0.7292458604,-0.3724808246,-0.727418454
"1982-07-01",-0.0577946078,-0.2768735016,-0.8827237957,0.2518151292,-0.438819138,-0.6482476868,0.5268280409,-0.1497563901,-0.0714685939,0.3556537642,0.2458494514,0.3438599802,-0.3481044334,0.4729767243,0.0177585466,-0.750827266,-0.1418831838,0.1439490168,-0.873825075,-0.8756091099,0.0225764343,-0.1195086676,-0.1592300232,-0.2861566471,-0.3575619764,0.0846024432,-1.0606359482,-1.2687776566,-0.2768562687,-0.9550923875
"1982-08-01",0.2769139727,0.01067338,-0.1777110542,0.346978381,-0.125838232,0.5031770619,0.3151243968,-0.3699861813,0.296224902,0.3252608422,0.781150719,0.114665378,0.3211691553,0.6574762253,0.3393360148,0.0940022375,-0.3357446752,0.2243392547,-0.8490940198,0.1931391683,0.8810643514,-0.4437562934,0.3204275979,-0.0348138628,0.3081511492,0.1002217517,-0.1911423399,-0.7332648663,0.4220607905,-0.6140508373
"1982-09-01",0.3787799135,-0.268563401,-0.0971388089,0.0358198135,0.2016136157,0.2340798243,0.6980757186,0.7334282708,-0.0642888396,0.6153139865,0.3218331835,0.5450793901,0.5089285331,-0.1458676067,0.4187530753,0.0694371702,-0.4551941348,0.5066842042,0.5740376585,-0.0370987218,0.724148366,-0.0674412524,0.037138198,0.8174866683,0.6435594621,0.4906002344,0.4582483821,-0.1643951758,1.0282886518,-0.2865776879
"1982-10-01",0.0719782362,0.4332148204,-0.0321653888,-0.4663153807,0.5970696903,1.0325188012,0.9006700846,0.8748510654,-0.1156113835,1.5172248422,0.4189986892,1.0324233434,0.6996034734,1.6150697798,0.0326562963,0.7330957207,1.1504570019,0.6716179826,0.9765377833,1.2104481729,0.4184847767,1.1372497413,1.1671466731,1.9078191219,0.5788145605,1.3098652204,1.1800498423,0.8940218723,0.8601819674,0.6450366542
"1982-11-01",0.117620412,-0.0360239258,-0.0015476008,0.0926290987,0.4109307274,1.0872853412,0.5129490524,0.2791349204,0.1398083028,1.2475705203,0.3453612487,0.7226655561,0.5848929594,0.958064268,0.088611538,0.3812663903,0.6931555823,0.6789646507,1.0772298098,1.0885331976,0.4877885303,0.768349562,0.5459215139,1.9524988928,0.5796145874,1.1650851287,1.3077130839,0.8638055829,0.8861016783,0.4554514569
"1982-12-01",-0.7295295563,-1.2057277331,-0.7270807857,-0.702523437,-0.9479533341,-0.6432670827,-0.3420683522,-0.8193577279,-0.9099633568,-0.7450180014,-0.4726388036,-0.5316893755,-0.0844514334,-0.7747583999,-0.7185780699,-0.8340722225,-0.943896635,-0.6378433745,-0.8210239325,-0.2576241888,-1.0511862943,-0.057597456,-0.7665271677,0.350785125,-0.8419863972,-0.2769041984,-0.2220330287,-0.4674180709,-0.5845333777,-0.8050511023
"1983-01-01",-1.5535843057,-2.196377948,-1.5986634074,-1.4899947092,-1.7412204648,-1.3923628758,-1.7656285724,-2.0975079904,-1.7493288409,-1.2589541866,-1.5321627231,-1.8232310637,-1.3482476696,-2.0560407439,-1.5533924977,-1.6309832241,-1.8014624283,-1.4521481486,-1.6770262346,-1.3086798412,-1.6908897331,-1.2654205317,-2.042822269,-1.4048805049,-1.2431172438,-2.0015245895,-1.6237623031,-2.2657458068,-1.447082892,-2.2264236049
"1983-02-01",-1.9003175832,-2.5778086904,-1.8828506765,-2.0237703996,-2.1233714023,-1.941132859,-2.0521168473,-2.6586730778,-1.9456315937,-1.9267548131,-1.7472438317,-2.1713887404,-2.0435140245,-2.5666824528,-1.9018638956,-1.7915360432,-2.3155959325,-1.9650351775,-1.9468624421,-1.7232900458,-1.9805033336,-1.8284901893,-2.5759212021,-2.5580478468,-1.589719532,-2.5840685377,-2.4428788389,-2.7897030636,-2.4655269251,-2.7869291739
"1983-03-01",-2.3181177383,-2.7890300789,-2.3150808235,-2.055088414,-2.3076473723,-1.9063321476,-2.6095141701,-3.0985460979,-2.0838156221,-2.0431611912,-2.0197716811,-2.5435001414,-2.4649178913,-2.5941703869,-2.302277232,-1.9816354815,-2.4727799157,-2.0819870551,-1.9935876153,-1.8700473806,-1.8165616774,-2.3631855102,-2.9652462323,-2.6387191384,-1.3808982942,-2.6263542636,-2.6303528799,-2.9055770905,-2.2551979664,-2.9679661747
"1983-04-01",-1.4766034687,-1.5600980081,-1.3155218012,-1.2371033774,-1.5887587523,-1.3898092737,-1.4488932418,-1.6963834365,-1.1932007701,-1.9648708748,-1.1026469805,-1.508337488,-1.4483020344,-1.8175601564,-1.4583772795,-1.1899332085,-1.5492646236,-1.5170306181,-1.124084998,-1.1902206899,-1.1311109409,-1.3481933517,-1.7545292586,-1.983122317,-1.1626668869,-1.7524872259,-1.541667368,-1.9820305595,-1.6800822674,-1.9341241162
"1983-05-01",-1.4591375757,-1.1746330142,-1.3530132648,-0.8780353307,-1.4961736657,-1.1019291977,-1.5310774077,-1.4124516091,-1.3026799193,-1.8464131378,-1.2013572747,-1.5346832768,-1.1876857736,-1.3265625366,-1.4670023712,-1.1676594455,-1.3330091801,-1.3329776425,-0.9713299715,-1.0840507285,-1.0676798221,-1.3473685208,-1.4042732416,-1.4311323097,-1.0144329731,-1.4961024475,-1.0952576726,-1.7680610138,-1.2286308337,-1.541042117
